id,education,marital_status,income,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,response,complain,country,age,spending,dependents,year_customer,total_purchases,total_campaigns_acc
8080,Graduation,single,26816.0,50,5,1,6,3,4,3,1,0,0,3,4,0,0,0,0,0,0,0,IND,37,22,0,2012,4,0.0
8370,2n Cycle,couple,75484.0,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0,CA,47,1159,1,2012,18,0.0
4550,Master,couple,33564.0,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,0,SP,57,71,1,2014,6,0.0
3381,Master,couple,54348.0,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,CA,70,90,2,2014,8,0.0
10556,Graduation,couple,54984.0,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,SP,64,358,1,2014,17,100.0
9467,Graduation,single,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,SP,39,20,1,2014,5,0.0
2891,Graduation,single,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,US,60,928,1,2013,23,0.0
5011,Graduation,single,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,SP,60,928,1,2013,23,0.0
8140,Graduation,couple,22682.0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,AUS,50,95,1,2013,10,0.0
11039,Graduation,couple,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,SP,48,311,1,2013,13,0.0
78,Graduation,couple,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,SP,54,37,1,2013,5,0.0
5517,Graduation,couple,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,AUS,54,37,1,2013,5,0.0
5290,PhD,couple,41551.0,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,CA,59,279,2,2013,16,0.0
4128,PhD,couple,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,SA,61,725,1,2013,20,0.0
8534,Graduation,couple,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,0,0,0,0,0,0,SP,71,992,2,2013,28,0.0
9592,Graduation,couple,22010.0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,SP,40,33,1,2013,7,0.0
8957,2n Cycle,single,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,SA,71,1120,2,2013,22,0.0
9308,Graduation,couple,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,SA,69,976,0,2013,14,0.0
544,Graduation,couple,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,SP,69,976,0,2013,14,0.0
5989,2n Cycle,single,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,CA,64,1576,1,2013,24,0.0
635,Master,couple,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,SP,57,610,2,2013,25,0.0
6673,Graduation,single,23478.0,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0,US,58,129,0,2013,7,0.0
1710,Graduation,single,30168.0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0,SP,45,279,1,2013,18,0.0
523,Graduation,couple,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,SP,34,74,1,2013,7,0.0
8977,Basic,single,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,SP,38,24,0,2013,4,0.0
9736,Graduation,couple,41850.0,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,0,US,43,96,2,2012,9,0.0
1544,Master,single,81380.0,51,741,68,689,224,68,103,1,4,2,10,2,0,0,0,0,0,0,0,CA,56,1893,0,2012,17,0.0
6575,Graduation,couple,56386.0,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,0,SA,42,612,2,2012,25,0.0
6147,Graduation,single,25818.0,51,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,0,GER,52,28,1,2012,4,0.0
6354,Graduation,couple,15345.0,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,1,0,SP,39,47,1,2012,6,1.0
4769,Master,couple,57954.0,52,456,4,24,0,0,9,7,8,2,6,7,0,0,0,0,0,0,0,SP,46,493,2,2014,23,0.0
7540,Graduation,couple,50300.0,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,SP,71,270,1,2014,13,0.0
5247,PhD,couple,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,SP,68,45,2,2014,7,0.0
5987,2n Cycle,couple,10404.0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,SP,34,43,1,2014,7,0.0
9960,Basic,single,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,SA,32,14,1,2014,4,0.0
10972,Graduation,single,72298.0,52,625,35,169,58,17,35,1,4,3,6,1,0,0,1,0,0,0,0,SP,74,939,0,2014,14,1000.0
1399,Graduation,couple,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,SP,65,1515,0,2014,20,100.0
2698,Graduation,single,47025.0,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,US,47,415,1,2013,17,0.0
6340,Graduation,single,29938.0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,SA,38,26,1,2013,6,0.0
4107,PhD,couple,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,SP,75,425,2,2013,16,0.0
10906,PhD,couple,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,SA,75,425,2,2013,16,0.0
2557,Master,single,29548.0,52,7,1,6,3,1,11,1,1,1,2,4,1,1,0,0,0,0,0,SP,53,29,1,2013,5,110000.0
8786,Master,couple,62058.0,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,GER,67,450,1,2013,18,0.0
7187,Master,couple,51381.5,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0,AUS,54,721,2,2013,25,0.0
6119,PhD,single,36736.0,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,SP,60,17,2,2013,4,0.0
2980,Master,single,8820.0,52,12,0,13,4,2,4,4,3,0,3,8,0,0,0,0,0,0,0,CA,71,35,2,2013,10,0.0
3850,Basic,couple,14918.0,52,3,3,3,15,4,15,1,1,0,3,6,0,0,0,0,0,0,0,IND,60,43,1,2012,5,0.0
1077,Graduation,couple,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,SP,49,1020,0,2012,15,0.0
9733,Basic,couple,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,1,1,0,0,0,0,0,IND,45,80,1,2012,5,110000.0
8462,Basic,couple,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,1,1,0,0,0,0,0,SP,45,80,1,2012,5,110000.0
4764,Master,couple,40442.0,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,1,0,SA,71,169,2,2012,12,1.0
2223,2n Cycle,single,64176.0,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,SP,58,1826,1,2012,33,0.0
7788,PhD,couple,23536.0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,SP,40,10,1,2014,4,0.0
5827,Graduation,single,35246.0,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,SA,65,62,2,2014,11,0.0
2958,Graduation,couple,28442.0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,SP,45,57,2,2014,10,0.0
4954,Graduation,couple,48195.0,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,SP,67,265,2,2014,17,0.0
3139,2n Cycle,single,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,0,0,0,0,0,0,0,SA,41,2052,0,2013,19,0.0
9952,Master,couple,78093.0,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,0,SA,76,1105,0,2013,17,0.0
8180,Master,single,59354.0,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0,US,71,310,2,2013,15,0.0
3276,2n Cycle,couple,36301.0,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,SA,47,78,1,2013,7,0.0
4994,Master,single,77598.0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,SP,80,1735,0,2013,26,1000.0
3598,Graduation,couple,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,SP,51,606,1,2013,22,0.0
945,Graduation,couple,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,SP,58,133,1,2013,9,0.0
5048,PhD,single,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,SA,52,131,2,2013,7,0.0
6214,Master,couple,43815.0,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,SP,41,79,1,2013,6,0.0
6230,Graduation,single,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,SP,52,189,2,2013,14,0.0
2968,PhD,single,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,1,1,0,0,0,1,0,AUS,80,902,0,2013,24,110001.0
8800,PhD,single,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,1,1,0,0,0,1,0,SA,80,902,0,2013,24,110001.0
1907,Master,single,63120.0,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,1,0,SP,73,1477,1,2012,26,1.0
10478,PhD,couple,55517.0,53,483,0,108,0,6,36,5,11,1,6,9,0,0,0,0,0,1,0,SA,73,633,2,2012,23,1.0
4188,Graduation,single,36864.0,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,1,0,AUS,66,354,1,2012,14,1.0
8720,2n Cycle,couple,51381.5,53,32,2,1607,12,4,22,0,0,0,1,0,0,0,0,0,0,0,0,IND,45,1679,0,2012,1,0.0
2225,Graduation,single,82582.0,54,510,120,550,156,40,241,1,4,9,7,1,1,1,0,1,0,1,0,AUS,46,1617,0,2014,21,110101.0
4790,Graduation,single,79803.0,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,SP,65,868,1,2014,13,0.0
1131,PhD,single,52569.0,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,0,SA,56,95,1,2014,7,0.0
202,PhD,single,82032.0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,IND,75,1234,0,2014,17,0.0
9589,PhD,single,82032.0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,IND,75,1234,0,2014,17,0.0
3900,Graduation,couple,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,CA,51,769,1,2014,21,0.0
9958,Graduation,couple,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,AUS,51,769,1,2014,21,0.0
8955,PhD,couple,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,1,1,0,0,0,0,0,SP,66,49,2,2014,5,110000.0
10033,2n Cycle,single,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,GER,50,38,1,2014,5,0.0
5751,2n Cycle,single,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,CA,50,38,1,2014,5,0.0
3308,Graduation,couple,35704.0,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,SA,71,94,2,2014,9,0.0
7297,Graduation,single,7500.0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,SA,50,57,1,2013,11,0.0
8008,Graduation,couple,36075.0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,SP,40,119,1,2013,7,0.0
1232,PhD,couple,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,GER,41,1244,0,2013,17,0.0
2345,PhD,couple,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,AUS,41,1244,0,2013,17,0.0
1628,Graduation,couple,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,SA,52,960,0,2013,17,0.0
5081,2n Cycle,couple,47821.0,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,SP,56,47,2,2013,5,0.0
839,PhD,couple,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,SP,48,170,1,2013,9,0.0
3706,Graduation,single,28647.0,54,19,8,29,0,12,26,1,2,2,2,7,1,1,0,0,0,1,0,SP,45,94,1,2013,7,110001.0
5154,Master,single,37760.0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,SP,51,54,1,2013,6,0.0
8584,PhD,couple,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,SP,71,1165,0,2013,17,0.0
6583,2n Cycle,couple,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,SP,68,981,0,2013,21,100.0
3433,2n Cycle,couple,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,SP,68,981,0,2013,21,100.0
10486,Graduation,couple,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,SP,75,990,0,2013,17,0.0
8687,Graduation,couple,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,IND,45,486,1,2013,16,0.0
7842,Graduation,single,36065.0,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,SP,55,74,2,2013,9,0.0
3749,Graduation,couple,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,CA,50,1580,0,2013,24,0.0
1331,Graduation,single,35790.0,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,AUS,46,72,1,2013,7,0.0
5995,Graduation,single,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,1,0,SP,61,384,2,2012,20,1.0
8985,2n Cycle,couple,68316.0,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,SP,59,1211,1,2012,32,0.0
2798,PhD,couple,102160.0,54,763,29,138,76,176,58,0,7,9,10,4,0,0,1,1,0,1,0,SA,46,1240,0,2012,26,1101.0
7108,Master,single,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,SA,58,353,2,2012,18,0.0
2781,Graduation,single,72066.0,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,1,0,SA,42,1792,0,2014,17,1101.0
3623,Graduation,couple,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,IND,47,45,1,2014,10,0.0
194,Graduation,couple,48006.0,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,SP,58,41,2,2014,5,0.0
10833,Graduation,couple,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,0,0,0,0,0,0,SP,48,973,1,2014,27,0.0
2315,Graduation,single,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,SP,63,96,1,2014,6,0.0
6336,Graduation,couple,29315.0,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,SA,63,48,2,2014,10,0.0
10738,Master,single,49389.0,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,AUS,72,65,2,2013,6,0.0
8286,PhD,couple,51717.0,55,98,1,17,0,1,5,1,3,0,4,7,0,0,0,0,0,0,0,SA,58,122,1,2013,8,0.0
2166,2n Cycle,single,46779.0,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,SA,63,23,2,2013,4,0.0
10691,Master,couple,28520.0,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,SP,63,43,2,2013,5,0.0
9739,Graduation,single,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,SP,60,114,1,2013,8,0.0
1829,PhD,single,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,0,0,0,0,1,0,SP,62,1232,1,2013,21,1.0
6260,Master,couple,82384.0,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,1,0,AUS,68,1957,0,2012,27,1001.0
10448,Graduation,single,46998.0,55,172,41,86,45,6,27,5,5,3,5,7,1,1,0,0,0,0,0,SP,67,377,1,2012,18,110000.0
1343,Graduation,couple,58554.0,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,US,55,586,2,2012,22,0.0
4749,Graduation,couple,58554.0,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,IND,55,586,2,2012,22,0.0
531,PhD,single,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,1,0,SP,69,1662,1,2012,33,1.0
6905,Graduation,couple,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,SP,29,1004,0,2012,21,0.0
1045,Graduation,couple,52117.0,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,SP,58,279,1,2012,13,0.0
4012,PhD,couple,62220.0,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1,0,GER,51,1226,1,2012,23,1.0
5529,PhD,couple,64014.0,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,CA,77,444,3,2014,22,100.0
4001,PhD,couple,64014.0,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,SA,77,444,3,2014,22,100.0
10420,Master,single,46390.0,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,US,68,222,1,2014,10,0.0
7723,Graduation,couple,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,GER,44,1440,0,2014,21,0.0
2963,Graduation,couple,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,AUS,44,1440,0,2014,21,0.0
10634,Master,couple,59412.0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,SP,72,406,0,2014,15,0.0
5180,PhD,single,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,SP,55,149,1,2014,10,0.0
6866,Master,couple,35924.0,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,SA,54,34,2,2014,5,0.0
1328,2n Cycle,couple,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,SA,41,683,1,2014,20,0.0
1139,PhD,couple,73356.0,56,1050,14,322,0,14,112,1,5,11,5,2,1,1,1,1,0,1,0,SP,39,1512,0,2014,22,111101.0
4961,Master,couple,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,SP,49,61,1,2014,11,0.0
5177,Master,couple,58494.0,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0,SA,49,396,1,2013,16,0.0
2075,Graduation,couple,72460.0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,SA,54,1047,0,2013,16,0.0
3428,PhD,couple,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,SP,32,1598,0,2013,24,0.0
4500,PhD,couple,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,SP,32,1598,0,2013,24,0.0
7369,Master,couple,36959.0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,SP,42,62,1,2013,7,0.0
4381,PhD,couple,46463.0,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,SP,52,235,2,2013,17,0.0
9964,Graduation,single,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,SP,44,424,1,2013,15,0.0
1630,Graduation,single,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,SP,44,424,1,2013,15,0.0
5012,Graduation,couple,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,SP,34,34,1,2013,5,0.0
6918,Graduation,couple,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,SP,34,34,1,2013,5,0.0
7822,Graduation,couple,54058.0,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,SP,47,662,1,2013,20,0.0
10156,Graduation,single,84196.0,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,SP,48,1237,1,2013,20,0.0
3033,Master,couple,38620.0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,AUS,60,318,0,2013,11,0.0
4119,Master,couple,38620.0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,GER,60,318,0,2013,11,0.0
11110,Graduation,single,3502.0,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,IND,50,5,1,2013,0,0.0
332,Graduation,couple,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,0,0,0,0,0,0,0,SP,66,275,1,2013,14,0.0
737,PhD,couple,80360.0,56,1493,86,454,112,43,43,2,4,4,5,2,0,0,1,1,0,0,0,SP,74,2231,0,2013,15,1100.0
10319,Graduation,couple,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,0,0,0,0,0,0,SP,52,1286,1,2013,22,0.0
2683,Graduation,couple,52413.0,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,CA,54,910,2,2013,26,0.0
3445,Graduation,single,60714.0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,1,0,SA,67,957,0,2013,23,1.0
10913,Master,single,31385.0,56,3,2,12,0,1,9,1,1,0,2,8,1,1,0,0,0,1,0,SP,39,27,1,2012,4,110001.0
4427,2n Cycle,single,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,1,1,1,0,0,1,1,SP,28,1365,0,2012,28,111001.0
8717,PhD,couple,80427.0,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,IND,48,1835,1,2012,28,0.0
2066,Graduation,couple,38823.0,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,SP,74,114,1,2012,7,0.0
3340,Graduation,couple,42014.0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,CA,46,436,1,2012,20,1.0
8685,Graduation,couple,42014.0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,SA,46,436,1,2012,20,1.0
4149,PhD,couple,76140.0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,SP,75,1348,0,2014,21,0.0
8726,2n Cycle,single,41713.0,57,77,8,44,10,10,25,5,3,1,4,6,0,0,0,0,0,0,0,CA,59,174,2,2014,13,0.0
2295,PhD,couple,62670.0,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0,SA,69,825,1,2014,22,0.0
3283,2n Cycle,couple,70932.0,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,SP,51,909,1,2014,22,0.0
1915,PhD,couple,78939.0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,GER,72,1507,0,2013,20,0.0
800,Graduation,couple,44512.0,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,0,SA,63,32,2,2013,6,0.0
9166,Graduation,couple,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,SP,55,882,1,2013,23,0.0
5147,Graduation,single,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,SP,75,1424,0,2013,27,0.0
13,PhD,single,25358.0,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,0,SA,76,32,1,2013,6,0.0
8557,Graduation,single,51381.5,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,AUS,41,46,1,2013,7,0.0
8724,Graduation,single,28567.0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,SP,41,46,1,2013,7,0.0
9381,Graduation,couple,66373.0,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,AUS,45,606,2,2013,23,0.0
9384,Graduation,couple,66373.0,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,AUS,45,606,2,2013,23,0.0
3560,Graduation,couple,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,GER,71,1574,0,2013,20,1000.0
241,Graduation,couple,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,SP,71,1574,0,2013,20,1000.0
7521,Graduation,couple,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,CA,71,1574,0,2013,20,1000.0
9799,PhD,single,83664.0,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,SP,55,1173,2,2013,19,0.0
5123,Master,couple,27450.0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,SP,72,143,0,2013,7,0.0
448,PhD,single,54880.0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,SP,45,795,1,2013,21,0.0
4837,PhD,couple,71322.0,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,SP,58,1305,1,2013,28,0.0
9365,PhD,single,60000.0,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,SP,47,1277,1,2012,24,0.0
8932,Master,couple,65176.0,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,SA,54,1531,1,2012,25,0.0
7055,PhD,couple,61010.0,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,CA,71,1021,1,2012,26,0.0
3537,Graduation,couple,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,SP,42,79,1,2012,10,0.0
9081,Graduation,single,20518.0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,SP,35,25,1,2014,5,0.0
4988,PhD,couple,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,SA,75,62,2,2014,9,0.0
1050,Graduation,couple,28332.0,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,GER,71,65,0,2014,8,0.0
5610,Graduation,couple,33456.0,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,IND,58,36,2,2014,6,0.0
3526,PhD,couple,38443.0,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,SP,55,38,2,2014,6,0.0
5136,Graduation,single,65333.0,58,654,7,92,0,15,30,7,9,4,8,6,0,0,1,0,0,0,0,CA,50,798,1,2014,28,1000.0
1411,Graduation,single,82623.0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,SP,71,940,0,2013,16,0.0
